0.006, 0.0000, 0.0000, 0.00
0.012, 0.0000, 0.0000, 0.00
0.018, 0.0000, 0.0000, 0.00
0.024, 0.0000, 0.0049, 0.00
0.030, 0.0000, 0.0000, 0.00
0.036, 0.0000, 0.0000, 0.00
0.043, 0.0000, 0.0171, 0.00
0.049, 0.0000, 0.0000, 0.00
0.055, 0.0000, 0.0049, 0.00
0.061, 0.0000, 0.0660, 0.01
0.067, 0.0000, 0.0000, 0.01
0.073, 0.0000, 0.0000, 0.01
0.079, 0.0000, 0.0000, 0.01
0.086, 0.0000, 0.0000, 0.01
0.092, 0.0000, 0.0000, 0.01
0.098, 0.0000, 0.0000, 0.01
0.104, 0.0000, 0.0171, 0.01
0.110, 0.0000, 0.0000, 0.01
0.116, 0.0000, 0.0049, 0.01
0.122, 0.0000, 0.0538, 0.01
0.128, 0.0000, 0.0049, 0.01
0.134, 0.0000, 0.0000, 0.01
0.140, 0.0000, 0.0000, 0.01
0.146, 0.0000, 0.0000, 0.01
0.152, 0.0000, 0.0000, 0.01
0.158, 0.0000, 0.0000, 0.01
0.164, 0.0000, 0.0000, 0.01
0.171, 0.0000, 0.0000, 0.01
0.177, 0.0000, 0.0000, 0.01
0.183, 0.0000, 0.0538, 0.01
0.189, 0.0000, 0.0000, 0.01
0.195, 0.0000, 0.0049, 0.01
0.201, 0.0000, 0.0538, 0.01
0.207, 0.0000, 0.0000, 0.01
0.214, 0.0000, 0.0000, 0.01
0.220, 0.0000, 0.0049, 0.01
0.226, 0.0000, 0.0000, 0.01
0.232, 0.0000, 0.0000, 0.01
0.238, 0.0000, 0.0000, 0.01
0.244, 0.0000, 0.0049, 0.01
0.250, 0.0000, 0.0000, 0.01
0.256, 0.0000, 0.0049, 0.01
0.262, 0.0000, 0.0538, 0.01
0.268, 0.0000, 0.0000, 0.01
0.274, 0.0000, 0.0000, 0.01
0.280, 0.0000, 0.0171, 0.01
0.286, 0.0000, 0.0000, 0.01
0.292, 0.0000, 0.0000, 0.01
0.299, 0.0000, 0.0000, 0.01
0.305, 0.0000, 0.0000, 0.01
0.311, 0.0000, 0.0000, 0.01
0.317, 0.0000, 0.0000, 0.01
0.323, 0.0000, 0.0415, 0.01
0.329, 0.0000, 0.0000, 0.01
0.335, 0.0000, 0.0049, 0.01
0.342, 0.0000, 0.0538, 0.01
0.348, 0.0000, 0.0000, 0.01
0.354, 0.0000, 0.0000, 0.01
0.360, 0.0000, 0.0000, 0.01
0.366, 0.0000, 0.0000, 0.01
0.372, 0.0000, 0.0000, 0.01
0.378, 0.0000, 0.0049, 0.01
0.384, 0.0000, 0.0293, 0.01
0.390, 0.0000, 0.0000, 0.01
0.396, 0.0000, 0.0000, 0.01
0.402, 0.0000, 0.0538, 0.01
0.408, 0.0000, 0.0000, 0.01
0.414, 0.0000, 0.0000, 0.01
0.420, 0.0000, 0.0000, 0.01
0.427, 0.0000, 0.0000, 0.01
0.433, 0.0000, 0.0000, 0.01
0.439, 0.0000, 0.0000, 0.01
0.445, 0.0000, 0.0000, 0.01
0.451, 0.0000, 0.0000, 0.01
0.457, 0.0000, 0.0171, 0.01
0.463, 0.0000, 0.0415, 0.01
0.470, 0.0000, 0.0000, 0.01
0.476, 0.0000, 0.0293, 0.01
0.482, 0.0000, 0.0660, 0.02
0.488, 0.0000, 0.0171, 0.02
0.494, 0.0000, 0.0049, 0.02
0.500, 0.0000, 0.0049, 0.02
0.506, 0.0000, 0.0049, 0.02
0.512, 0.0000, 0.0000, 0.02
0.518, 0.0000, 0.0000, 0.02
0.524, 0.0000, 0.0171, 0.01
0.530, 0.0000, 0.0049, 0.01
0.536, 0.0000, 0.0000, 0.01
0.542, 0.0000, 0.0171, 0.01
0.548, 0.0000, 0.0000, 0.01
0.555, 0.0000, 0.0000, 0.00
0.561, 0.0000, 0.0000, 0.00
0.567, 0.0000, 0.0000, 0.00
0.573, 0.0000, 0.0000, 0.00
0.579, 0.0000, 0.0000, 0.00
0.585, 0.0000, 0.0000, 0.00
0.591, 0.0000, 0.0000, 0.00
0.598, 0.0000, 0.0293, 0.00
0.604, 0.0000, 0.0415, 0.01
0.610, 0.0000, 0.0000, 0.01
0.616, 0.0000, 0.0000, 0.01
0.622, 0.0000, 0.0415, 0.01
0.628, 0.0000, 0.0000, 0.01
0.634, 0.0000, 0.0000, 0.01
0.640, 0.0000, 0.0049, 0.01
0.646, 0.0000, 0.0171, 0.01
0.652, 0.0000, 0.0000, 0.01
0.658, 0.0000, 0.0049, 0.01
0.664, 0.0000, 0.0293, 0.01
0.670, 0.0000, 0.0000, 0.01
0.676, 0.0000, 0.0000, 0.01
0.683, 0.0000, 0.0538, 0.01
0.689, 0.0000, 0.0171, 0.01
0.695, 0.0000, 0.0049, 0.01
0.701, 0.0000, 0.0415, 0.02
0.707, 0.0000, 0.0000, 0.02
0.713, 0.0000, 0.0000, 0.02
0.719, 0.0000, 0.0171, 0.02
0.726, 0.0000, 0.0000, 0.01
0.732, 0.0000, 0.0000, 0.01
0.738, 0.0000, 0.0171, 0.02
0.744, 0.0000, 0.0171, 0.01
0.750, 0.0000, 0.0171, 0.01
0.756, 0.0000, 0.0049, 0.01
0.762, 0.0000, 0.0415, 0.01
0.768, 0.0000, 0.0171, 0.01
0.774, 0.0000, 0.0000, 0.01
0.780, 0.0000, 0.0538, 0.02
0.786, 0.0000, 0.0415, 0.02
0.792, 0.0000, 0.0000, 0.02
0.798, 0.0000, 0.0415, 0.02
0.804, 0.0000, 0.0660, 0.03
0.811, 0.0000, 0.0049, 0.03
0.817, 0.0000, 0.0660, 0.03
0.823, 0.0000, 0.1026, 0.04
0.829, 0.0000, 0.0171, 0.04
0.835, 0.0000, 0.0293, 0.04
0.841, 0.0000, 0.1393, 0.05
0.847, 0.0000, 0.0415, 0.05
0.854, 0.0000, 0.0293, 0.05
0.860, 0.0000, 0.0660, 0.06
0.866, 0.0000, 0.0415, 0.05
0.872, 0.0000, 0.0049, 0.05
0.878, 0.0000, 0.0660, 0.05
0.884, 0.0000, 0.0904, 0.05
0.890, 0.0000, 0.0660, 0.06
0.896, 0.0000, 0.0293, 0.06
0.902, 0.0000, 0.1393, 0.06
0.908, 0.0000, 0.0904, 0.06
0.914, 0.0000, 0.0660, 0.07
0.920, 0.0000, 0.1026, 0.07
0.926, 0.0000, 0.0904, 0.07
0.932, 0.0000, 0.0293, 0.08
0.939, 0.0000, 0.1026, 0.08
0.945, 0.0000, 0.1271, 0.08
0.951, 0.0000, 0.0415, 0.08
0.957, 0.0000, 0.1393, 0.09
0.963, 0.0000, 0.1637, 0.10
0.969, 0.0000, 0.1271, 0.10
0.975, 0.0000, 0.1149, 0.10
0.982, 0.0000, 0.2004, 0.11
0.988, 0.0000, 0.1393, 0.12
0.994, 0.0000, 0.1026, 0.13
1.000, 0.0000, 0.1515, 0.13
1.006, 0.0000, 0.1393, 0.13
1.012, 0.0000, 0.1271, 0.14
1.018, 0.0000, 0.1515, 0.14
1.024, 0.0000, 0.2248, 0.15
1.030, 0.0000, 0.1271, 0.15
1.036, 0.0000, 0.1393, 0.15
1.042, 0.0000, 0.2370, 0.15
1.048, 0.0000, 0.1882, 0.16
1.054, 0.0000, 0.1149, 0.16
1.060, 0.0000, 0.1637, 0.16
1.067, 0.0000, 0.1515, 0.16
1.073, 0.0000, 0.1271, 0.16
1.079, 0.0000, 0.1760, 0.16
1.085, 0.0000, 0.2004, 0.16
1.091, 0.0000, 0.1760, 0.17
1.097, 0.0000, 0.2004, 0.17
1.103, 0.0000, 0.2126, 0.17
1.110, 0.0000, 0.1760, 0.17
1.116, 0.0000, 0.1882, 0.18
1.122, 0.0000, 0.2859, 0.19
1.128, 0.0000, 0.1637, 0.19
1.134, 0.0000, 0.1637, 0.19
1.140, 0.0000, 0.1760, 0.19
1.146, 0.0000, 0.1760, 0.19
1.152, 0.0000, 0.1271, 0.19
1.158, 0.0000, 0.1882, 0.19
1.164, 0.0000, 0.2615, 0.19
1.170, 0.0000, 0.1882, 0.19
1.176, 0.0000, 0.2126, 0.19
1.182, 0.0000, 0.2859, 0.19
1.188, 0.0000, 0.1882, 0.20
